t,x,y,z,qx,qy,qz,qw
0.0,0.3925884388520617,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.10126582278481013,0.39512008442168195,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.20253164556962025,0.3976517299913022,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.3037974683544304,0.4001833755609224,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.4050632911392405,0.4027150211305427,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.5063291139240507,0.40524666670016296,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.6075949367088608,0.4077783122697832,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.7088607594936709,0.41030995783940344,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.810126582278481,0.4128416034090237,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
0.9113924050632911,0.41537324897864397,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.0126582278481013,0.41790489454826424,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.1139240506329113,0.42043654011788445,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.2151898734177216,0.4229681856875047,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.3164556962025316,0.425499831257125,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.4177215189873418,0.42803147682674525,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.5189873417721518,0.4305631223963655,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.620253164556962,0.4330947679659857,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.7215189873417722,0.435626413535606,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.8227848101265822,0.43815805910522626,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
1.9240506329113924,0.44068970467484647,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.0253164556962027,0.44322135024446674,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.1265822784810124,0.445752995814087,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.2278481012658227,0.44828464138370727,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.329113924050633,0.45081628695332754,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.430379746835443,0.45334793252294775,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.5316455696202533,0.455879578092568,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.632911392405063,0.4584112236621883,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.7341772151898733,0.4609428692318085,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.8354430379746836,0.46347451480142876,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
2.9367088607594938,0.466006160371049,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.0379746835443036,0.4685378059406693,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.1392405063291138,0.47106945151028956,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.240506329113924,0.47360109707990977,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.3417721518987342,0.47613274264953004,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.4430379746835444,0.4786643882191503,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.5443037974683542,0.4811960337887705,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.6455696202531644,0.4837276793583908,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.7468354430379747,0.48625932492801105,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.848101265822785,0.4887909704976313,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
3.9493670886075947,0.4913226160672516,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.050632911392405,0.49385426163687185,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.151898734177215,0.49638590720649206,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.253164556962025,0.4989175527761123,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.3544303797468356,0.5014491983457325,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.455696202531645,0.5039808439153528,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.556962025316456,0.5065124894849731,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.658227848101266,0.5090441350545933,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.7594936708860756,0.5115757806242136,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.860759493670886,0.5141074261938339,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
4.962025316455696,0.5166390717634541,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.063291139240507,0.5191707173330744,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.1645569620253164,0.5217023629026946,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.265822784810126,0.5242340084723148,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.367088607594937,0.5267656540419351,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.468354430379747,0.5292972996115554,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.5696202531645564,0.5318289451811756,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.670886075949367,0.5343605907507959,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.772151898734177,0.536892236320416,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.8734177215189876,0.5394238818900363,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
5.974683544303797,0.5419555274596566,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.075949367088607,0.5444871730292768,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.177215189873418,0.5470188185988971,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.2784810126582276,0.5495504641685174,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.379746835443038,0.5520821097381376,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.481012658227848,0.5546137553077579,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.582278481012658,0.5571454008773782,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.6835443037974684,0.5596770464469984,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.784810126582278,0.5622086920166187,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.886075949367089,0.564740337586239,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
6.987341772151899,0.5672719831558591,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.0886075949367084,0.5698036287254794,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.189873417721519,0.5723352742950997,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.291139240506329,0.5748669198647199,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.3924050632911396,0.5773985654343402,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.493670886075949,0.5799302110039604,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.594936708860759,0.5824618565735806,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.69620253164557,0.5849935021432009,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.7974683544303796,0.5875251477128212,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
7.898734177215189,0.5900567932824414,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
8.0,0.5925884388520617,0.19145000004834278,0.4195088652067627,1.1614919266339425e-27,-4.714784722044632e-21,0.0,1.0
